tick,death_rate,cdi,hazard_rate,extinction_probability,extinction_events
500,0.000000,0.000000,0.004000,0.003992,0
501,0.000000,0.000000,0.004000,0.003992,0
502,0.000000,0.000000,0.004000,0.003992,0
503,0.000000,0.000000,0.004000,0.003992,0
504,0.000000,0.000000,0.004000,0.003992,0
505,0.000000,0.000000,0.004000,0.003992,0
506,0.000000,0.000000,0.004000,0.003992,0
507,0.000000,0.000000,0.004000,0.003992,0
508,0.000000,0.000000,0.004000,0.003992,0
509,0.000000,0.000000,0.004000,0.003992,0
510,0.000333,0.000000,0.004000,0.003992,0
511,0.000000,0.000000,0.004000,0.003992,0
512,0.000000,0.000000,0.004000,0.003992,0
513,0.000000,0.000000,0.004000,0.003992,0
514,0.000000,0.000000,0.004000,0.003992,0
515,0.000000,0.000000,0.004000,0.003992,0
516,0.000000,0.000000,0.004000,0.003992,0
517,0.000000,0.000000,0.004000,0.003992,0
518,0.000000,0.000000,0.004000,0.003992,0
519,0.000000,0.000000,0.004000,0.003992,0
520,0.000000,0.000000,0.004000,0.003992,0
521,0.000000,0.000000,0.004000,0.003992,0
522,0.000000,0.000000,0.004000,0.003992,0
523,0.000000,0.000000,0.004000,0.003992,0
524,0.000000,0.000000,0.004000,0.003992,0
525,0.000000,0.000000,0.004000,0.003992,0
526,0.000000,0.000000,0.004000,0.003992,0
527,0.000333,0.000000,0.004000,0.003992,0
528,0.000000,0.000000,0.004000,0.003992,0
529,0.000000,0.000000,0.004000,0.003992,0
530,0.000000,0.000000,0.004000,0.003992,0
531,0.000000,0.000000,0.004000,0.003992,0
532,0.000000,0.000000,0.004000,0.003992,0
533,0.000000,0.000000,0.004000,0.003992,0
534,0.000000,0.000000,0.004000,0.003992,0
535,0.000000,0.000000,0.004000,0.003992,0
536,0.000000,0.000000,0.004000,0.003992,0
537,0.000000,0.000000,0.004000,0.003992,0
538,0.000000,0.000000,0.004000,0.003992,0
539,0.000000,0.000000,0.004000,0.003992,0
540,0.000000,0.000000,0.004000,0.003992,0
541,0.000000,0.000000,0.004000,0.003992,0
542,0.000000,0.000000,0.004000,0.003992,0
543,0.000000,0.000000,0.004000,0.003992,0
544,0.000000,0.000000,0.004000,0.003992,0
545,0.000000,0.000000,0.004000,0.003992,0
546,0.000000,0.000000,0.004000,0.003992,0
547,0.000000,0.000000,0.004000,0.003992,0
548,0.000000,0.000000,0.004000,0.003992,0
549,0.000000,0.000000,0.004000,0.003992,0
550,0.000000,0.000000,0.004000,0.003992,0
551,0.000000,0.000000,0.004000,0.003992,0
552,0.000333,0.000000,0.004000,0.003992,0
553,0.000000,0.000000,0.004000,0.003992,0
554,0.000000,0.000000,0.004000,0.003992,0
555,0.000000,0.000000,0.004000,0.003992,0
556,0.000000,0.000000,0.004000,0.003992,0
557,0.000000,0.000000,0.004000,0.003992,0
558,0.000000,0.000000,0.004000,0.003992,0
559,0.000000,0.000000,0.004000,0.003992,0
560,0.000000,0.000000,0.004000,0.003992,0
561,0.000000,0.000000,0.004000,0.003992,0
562,0.000000,0.000000,0.004000,0.003992,0
563,0.000000,0.000000,0.004000,0.003992,0
564,0.000000,0.000000,0.004000,0.003992,0
565,0.000000,0.000000,0.004000,0.003992,0
566,0.000000,0.000000,0.004000,0.003992,0
567,0.000000,0.000000,0.004000,0.003992,0
568,0.000000,0.000000,0.004000,0.003992,0
569,0.000000,0.000000,0.004000,0.003992,0
570,0.000000,0.000000,0.004000,0.003992,0
571,0.000000,0.000000,0.004000,0.003992,0
572,0.000000,0.000000,0.004000,0.003992,0
573,0.000000,0.000000,0.004000,0.003992,0
574,0.000000,0.000000,0.004000,0.003992,0
575,0.000000,0.000000,0.004000,0.003992,0
576,0.000333,0.000000,0.004000,0.003992,0
577,0.000000,0.000000,0.004000,0.003992,0
578,0.000000,0.000000,0.004000,0.003992,0
579,0.000000,0.000000,0.004000,0.003992,0
580,0.000000,0.000000,0.004000,0.003992,0
581,0.000000,0.000000,0.004000,0.003992,0
582,0.000000,0.000000,0.004000,0.003992,0
583,0.000000,0.000000,0.004000,0.003992,0
584,0.000000,0.000000,0.004000,0.003992,0
585,0.000000,0.000000,0.004000,0.003992,0
586,0.000000,0.000000,0.004000,0.003992,0
587,0.000000,0.000000,0.004000,0.003992,0
588,0.000000,0.000000,0.004000,0.003992,0
589,0.000000,0.000000,0.004000,0.003992,0
590,0.000000,0.000000,0.004000,0.003992,0
591,0.000000,0.000000,0.004000,0.003992,0
592,0.000000,0.000000,0.004000,0.003992,0
593,0.000000,0.000000,0.004000,0.003992,0
594,0.000000,0.000000,0.004000,0.003992,0
595,0.000000,0.000000,0.004000,0.003992,0
596,0.000000,0.000000,0.004000,0.003992,0
597,0.000000,0.000000,0.004000,0.003992,0
598,0.000000,0.000000,0.004000,0.003992,0
599,0.000000,0.000000,0.004000,0.003992,0
600,0.000000,0.000000,0.004000,0.003992,0
601,0.000000,0.000000,0.004000,0.003992,0
602,0.000000,0.000000,0.004000,0.003992,0
603,0.000000,0.000000,0.004000,0.003992,0
604,0.000000,0.000000,0.004000,0.003992,0
605,0.000000,0.000000,0.004000,0.003992,0
606,0.000000,0.000000,0.004000,0.003992,0
607,0.000000,0.000000,0.004000,0.003992,0
608,0.000000,0.000000,0.004000,0.003992,0
609,0.000000,0.000000,0.004000,0.003992,0
610,0.000000,0.000000,0.004000,0.003992,0
611,0.000000,0.000000,0.004000,0.003992,0
612,0.000000,0.000000,0.004000,0.003992,0
613,0.000000,0.000000,0.004000,0.003992,0
614,0.000000,0.000000,0.004000,0.003992,0
615,0.000000,0.000000,0.004000,0.003992,0
616,0.000000,0.000000,0.004000,0.003992,0
617,0.000000,0.000000,0.004000,0.003992,0
618,0.000000,0.000000,0.004000,0.003992,0
619,0.000000,0.000000,0.004000,0.003992,0
620,0.000000,0.000000,0.004000,0.003992,0
621,0.000000,0.000000,0.004000,0.003992,0
622,0.000000,0.000000,0.004000,0.003992,0
623,0.000000,0.000000,0.004000,0.003992,0
624,0.000000,0.000000,0.004000,0.003992,0
625,0.000000,0.000000,0.004000,0.003992,0
626,0.000000,0.000000,0.004000,0.003992,0
627,0.000000,0.000000,0.004000,0.003992,0
628,0.000000,0.000000,0.004000,0.003992,0
629,0.000000,0.000000,0.004000,0.003992,0
630,0.000000,0.000000,0.004000,0.003992,0
631,0.000000,0.000000,0.004000,0.003992,0
632,0.000000,0.000000,0.004000,0.003992,0
633,0.000000,0.000000,0.004000,0.003992,0
634,0.000000,0.000000,0.004000,0.003992,0
635,0.000000,0.000000,0.004000,0.003992,0
636,0.000000,0.000000,0.004000,0.003992,0
637,0.000000,0.000000,0.004000,0.003992,0
638,0.000000,0.000000,0.004000,0.003992,0
639,0.000000,0.000000,0.004000,0.003992,0
640,0.000000,0.000000,0.004000,0.003992,0
641,0.000000,0.000000,0.004000,0.003992,0
642,0.000000,0.000000,0.004000,0.003992,0
643,0.000000,0.000000,0.004000,0.003992,0
644,0.000000,0.000000,0.004000,0.003992,0
645,0.000000,0.000000,0.004000,0.003992,0
646,0.000000,0.000000,0.004000,0.003992,0
647,0.000000,0.000000,0.004000,0.003992,0
648,0.000000,0.000000,0.004000,0.003992,0
649,0.000000,0.000000,0.004000,0.003992,0
650,0.000000,0.000000,0.004000,0.003992,0
651,0.000000,0.000000,0.004000,0.003992,0
652,0.000000,0.000000,0.004000,0.003992,0
653,0.000000,0.000000,0.004000,0.003992,0
654,0.000000,0.000000,0.004000,0.003992,0
655,0.000000,0.000000,0.004000,0.003992,0
656,0.000000,0.000000,0.004000,0.003992,0
657,0.000000,0.000000,0.004000,0.003992,0
658,0.000000,0.000000,0.004000,0.003992,0
659,0.000000,0.000000,0.004000,0.003992,0
660,0.000000,0.000000,0.004000,0.003992,0
661,0.000000,0.000000,0.004000,0.003992,0
662,0.000000,0.000000,0.004000,0.003992,0
663,0.000000,0.000000,0.004000,0.003992,0
664,0.000000,0.000000,0.004000,0.003992,0
665,0.000000,0.000000,0.004000,0.003992,0
666,0.000000,0.000000,0.004000,0.003992,0
667,0.000000,0.000000,0.004000,0.003992,0
668,0.000000,0.000000,0.004000,0.003992,0
669,0.000000,0.000000,0.004000,0.003992,0
670,0.000000,0.000000,0.004000,0.003992,0
671,0.000000,0.000000,0.004000,0.003992,0
672,0.000000,0.000000,0.004000,0.003992,0
673,0.000000,0.000000,0.004000,0.003992,0
674,0.000000,0.000000,0.004000,0.003992,0
675,0.000000,0.000000,0.004000,0.003992,0
676,0.000000,0.000000,0.004000,0.003992,0
677,0.000000,0.000000,0.004000,0.003992,0
678,0.000000,0.000000,0.004000,0.003992,0
679,0.000000,0.000000,0.004000,0.003992,0
680,0.000000,0.000000,0.004000,0.003992,0
681,0.000000,0.000000,0.004000,0.003992,0
682,0.000000,0.000000,0.004000,0.003992,0
683,0.000000,0.000000,0.004000,0.003992,0
684,0.000000,0.000000,0.004000,0.003992,0
685,0.000000,0.000000,0.004000,0.003992,0
686,0.000000,0.000000,0.004000,0.003992,0
687,0.000000,0.000000,0.004000,0.003992,0
688,0.000000,0.000000,0.004000,0.003992,0
689,0.000000,0.000000,0.004000,0.003992,0
690,0.000000,0.000000,0.004000,0.003992,0
691,0.000000,0.000000,0.004000,0.003992,0
692,0.000000,0.000000,0.004000,0.003992,0
693,0.000000,0.000000,0.004000,0.003992,0
694,0.000000,0.000000,0.004000,0.003992,0
695,0.000000,0.000000,0.004000,0.003992,0
696,0.000000,0.000000,0.004000,0.003992,0
697,0.000000,0.000000,0.004000,0.003992,0
698,0.000000,0.000000,0.004000,0.003992,0
699,0.000000,0.000000,0.004000,0.003992,0
700,0.000000,0.000000,0.004000,0.003992,0
701,0.000000,0.000000,0.004000,0.003992,0
702,0.000000,0.000000,0.004000,0.003992,0
703,0.000000,0.000000,0.004000,0.003992,0
704,0.000000,0.000000,0.004000,0.003992,0
705,0.000000,0.000000,0.004000,0.003992,0
706,0.000000,0.000000,0.004000,0.003992,0
707,0.000000,0.000000,0.004000,0.003992,0
708,0.000000,0.000000,0.004000,0.003992,0
709,0.000000,0.000000,0.004000,0.003992,0
710,0.000000,0.000000,0.004000,0.003992,0
711,0.000000,0.000000,0.004000,0.003992,0
712,0.000000,0.000000,0.004000,0.003992,0
713,0.000000,0.000000,0.004000,0.003992,0
714,0.000000,0.000000,0.004000,0.003992,0
715,0.000000,0.000000,0.004000,0.003992,0
716,0.000000,0.000000,0.004000,0.003992,0
717,0.000000,0.000000,0.004000,0.003992,0
718,0.000000,0.000000,0.004000,0.003992,0
719,0.000000,0.000000,0.004000,0.003992,0
720,0.000000,0.000000,0.004000,0.003992,0
721,0.000000,0.000000,0.004000,0.003992,0
722,0.000000,0.000000,0.004000,0.003992,0
723,0.000000,0.000000,0.004000,0.003992,0
724,0.000000,0.000000,0.004000,0.003992,0
725,0.000000,0.000000,0.004000,0.003992,0
726,0.000000,0.000000,0.004000,0.003992,0
727,0.000000,0.000000,0.004000,0.003992,0
728,0.000000,0.000000,0.004000,0.003992,0
729,0.000000,0.000000,0.004000,0.003992,0
730,0.000000,0.000000,0.004000,0.003992,0
731,0.000000,0.000000,0.004000,0.003992,0
732,0.000000,0.000000,0.004000,0.003992,0
733,0.000000,0.000000,0.004000,0.003992,0
734,0.000000,0.000000,0.004000,0.003992,0
735,0.000000,0.000000,0.004000,0.003992,0
736,0.000000,0.000000,0.004000,0.003992,0
737,0.000000,0.000000,0.004000,0.003992,0
738,0.000000,0.000000,0.004000,0.003992,0
739,0.000000,0.000000,0.004000,0.003992,0
740,0.000000,0.000000,0.004000,0.003992,0
741,0.000000,0.000000,0.004000,0.003992,0
742,0.000000,0.000000,0.004000,0.003992,0
743,0.000000,0.000000,0.004000,0.003992,0
744,0.000000,0.000000,0.004000,0.003992,0
745,0.000000,0.000000,0.004000,0.003992,0
746,0.000000,0.000000,0.004000,0.003992,0
747,0.000000,0.000000,0.004000,0.003992,0
748,0.000000,0.000000,0.004000,0.003992,0
749,0.000000,0.000000,0.004000,0.003992,0
750,0.000000,0.000000,0.004000,0.003992,0
751,0.000000,0.000000,0.004000,0.003992,0
752,0.000000,0.000000,0.004000,0.003992,0
753,0.000000,0.000000,0.004000,0.003992,0
754,0.000000,0.000000,0.004000,0.003992,0
755,0.000000,0.000000,0.004000,0.003992,0
756,0.000000,0.000000,0.004000,0.003992,0
757,0.000000,0.000000,0.004000,0.003992,0
758,0.000000,0.000000,0.004000,0.003992,0
759,0.000000,0.000000,0.004000,0.003992,0
760,0.000000,0.000000,0.004000,0.003992,0
761,0.000000,0.000000,0.004000,0.003992,0
762,0.000000,0.000000,0.004000,0.003992,0
763,0.000000,0.000000,0.004000,0.003992,0
764,0.000000,0.000000,0.004000,0.003992,0
765,0.000000,0.000000,0.004000,0.003992,0
766,0.000000,0.000000,0.004000,0.003992,0
767,0.000000,0.000000,0.004000,0.003992,0
768,0.000000,0.000000,0.004000,0.003992,0
769,0.000000,0.000000,0.004000,0.003992,0
770,0.000000,0.000000,0.004000,0.003992,0
771,0.000000,0.000000,0.004000,0.003992,0
772,0.000000,0.000000,0.004000,0.003992,0
773,0.000000,0.000000,0.004000,0.003992,0
774,0.000000,0.000000,0.004000,0.003992,0
775,0.000000,0.000000,0.004000,0.003992,0
776,0.000000,0.000000,0.004000,0.003992,0
777,0.000000,0.000000,0.004000,0.003992,0
778,0.000000,0.000000,0.004000,0.003992,0
779,0.000000,0.000000,0.004000,0.003992,0
780,0.000000,0.000000,0.004000,0.003992,0
781,0.000000,0.000000,0.004000,0.003992,0
782,0.000000,0.000000,0.004000,0.003992,0
783,0.000000,0.000000,0.004000,0.003992,0
784,0.000000,0.000000,0.004000,0.003992,0
785,0.000000,0.000000,0.004000,0.003992,0
786,0.000000,0.000000,0.004000,0.003992,0
787,0.000000,0.000000,0.004000,0.003992,0
788,0.000000,0.000000,0.004000,0.003992,0
789,0.000000,0.000000,0.004000,0.003992,0
790,0.000000,0.000000,0.004000,0.003992,0
791,0.000000,0.000000,0.004000,0.003992,0
792,0.000000,0.000000,0.004000,0.003992,0
793,0.000000,0.000000,0.004000,0.003992,0
794,0.000000,0.000000,0.004000,0.003992,0
795,0.000000,0.000000,0.004000,0.003992,0
796,0.000000,0.000000,0.004000,0.003992,0
797,0.000000,0.000000,0.004000,0.003992,0
798,0.000000,0.000000,0.004000,0.003992,0
799,0.000000,0.000000,0.004000,0.003992,0
800,0.000000,0.000000,0.004000,0.003992,0
801,0.000000,0.000000,0.004000,0.003992,0
802,0.000000,0.000000,0.004000,0.003992,0
803,0.000000,0.000000,0.004000,0.003992,0
804,0.000000,0.000000,0.004000,0.003992,0
805,0.000000,0.000000,0.004000,0.003992,0
806,0.000000,0.000000,0.004000,0.003992,0
807,0.000000,0.000000,0.004000,0.003992,0
808,0.000000,0.000000,0.004000,0.003992,0
809,0.000000,0.000000,0.004000,0.003992,0
810,0.000000,0.000000,0.004000,0.003992,0
811,0.000000,0.000000,0.004000,0.003992,0
812,0.000000,0.000000,0.004000,0.003992,0
813,0.000000,0.000000,0.004000,0.003992,0
814,0.000000,0.000000,0.004000,0.003992,0
815,0.000000,0.000000,0.004000,0.003992,0
816,0.000000,0.000000,0.004000,0.003992,0
817,0.000000,0.000000,0.004000,0.003992,0
818,0.000000,0.000000,0.004000,0.003992,0
819,0.000000,0.000000,0.004000,0.003992,0
820,0.000000,0.000000,0.004000,0.003992,0
821,0.000000,0.000000,0.004000,0.003992,0
822,0.000000,0.000000,0.004000,0.003992,0
823,0.000000,0.000000,0.004000,0.003992,0
824,0.000000,0.000000,0.004000,0.003992,0
825,0.000000,0.000000,0.004000,0.003992,0
826,0.000000,0.000000,0.004000,0.003992,0
827,0.000000,0.000000,0.004000,0.003992,0
828,0.000000,0.000000,0.004000,0.003992,0
829,0.000000,0.000000,0.004000,0.003992,0
830,0.000000,0.000000,0.004000,0.003992,0
831,0.000000,0.000000,0.004000,0.003992,0
832,0.000000,0.000000,0.004000,0.003992,0
833,0.000000,0.000000,0.004000,0.003992,0
834,0.000000,0.000000,0.004000,0.003992,0
835,0.000000,0.000000,0.004000,0.003992,0
836,0.000000,0.000000,0.004000,0.003992,0
837,0.000000,0.000000,0.004000,0.003992,0
838,0.000000,0.000000,0.004000,0.003992,0
839,0.000000,0.000000,0.004000,0.003992,0
840,0.000000,0.000000,0.004000,0.003992,0
841,0.000000,0.000000,0.004000,0.003992,0
842,0.000000,0.000000,0.004000,0.003992,0
843,0.000000,0.000000,0.004000,0.003992,0
844,0.000000,0.000000,0.004000,0.003992,0
845,0.000000,0.000000,0.004000,0.003992,0
846,0.000000,0.000000,0.004000,0.003992,0
847,0.000000,0.000000,0.004000,0.003992,0
848,0.000000,0.000000,0.004000,0.003992,0
849,0.000000,0.000000,0.004000,0.003992,0
850,0.000000,0.000000,0.004000,0.003992,0
851,0.000000,0.000000,0.004000,0.003992,0
852,0.000000,0.000000,0.004000,0.003992,0
853,0.000000,0.000000,0.004000,0.003992,0
854,0.000000,0.000000,0.004000,0.003992,0
855,0.000000,0.000000,0.004000,0.003992,0
856,0.000000,0.000000,0.004000,0.003992,0
857,0.000000,0.000000,0.004000,0.003992,0
858,0.000000,0.000000,0.004000,0.003992,0
859,0.000000,0.000000,0.004000,0.003992,0
860,0.000000,0.000000,0.004000,0.003992,0
861,0.000000,0.000000,0.004000,0.003992,0
862,0.000000,0.000000,0.004000,0.003992,0
863,0.000000,0.000000,0.004000,0.003992,0
864,0.000000,0.000000,0.004000,0.003992,0
865,0.000000,0.000000,0.004000,0.003992,0
866,0.000000,0.000000,0.004000,0.003992,0
867,0.000000,0.000000,0.004000,0.003992,0
868,0.000000,0.000000,0.004000,0.003992,0
869,0.000000,0.000000,0.004000,0.003992,0
870,0.000000,0.000000,0.004000,0.003992,0
871,0.000000,0.000000,0.004000,0.003992,0
872,0.000000,0.000000,0.004000,0.003992,0
873,0.000000,0.000000,0.004000,0.003992,0
874,0.000000,0.000000,0.004000,0.003992,0
875,0.000000,0.000000,0.004000,0.003992,0
876,0.000000,0.000000,0.004000,0.003992,0
877,0.000000,0.000000,0.004000,0.003992,0
878,0.000000,0.000000,0.004000,0.003992,0
879,0.000000,0.000000,0.004000,0.003992,0
880,0.000000,0.000000,0.004000,0.003992,0
881,0.000000,0.000000,0.004000,0.003992,0
882,0.000000,0.000000,0.004000,0.003992,0
883,0.000000,0.000000,0.004000,0.003992,0
884,0.000000,0.000000,0.004000,0.003992,0
885,0.000000,0.000000,0.004000,0.003992,0
886,0.000000,0.000000,0.004000,0.003992,0
887,0.000000,0.000000,0.004000,0.003992,0
888,0.000000,0.000000,0.004000,0.003992,0
889,0.000000,0.000000,0.004000,0.003992,0
890,0.000000,0.000000,0.004000,0.003992,0
891,0.000000,0.000000,0.004000,0.003992,0
892,0.000000,0.000000,0.004000,0.003992,0
893,0.000000,0.000000,0.004000,0.003992,0
894,0.000000,0.000000,0.004000,0.003992,0
895,0.000000,0.000000,0.004000,0.003992,0
896,0.000000,0.000000,0.004000,0.003992,0
897,0.000000,0.000000,0.004000,0.003992,0
898,0.000000,0.000000,0.004000,0.003992,0
899,0.000000,0.000000,0.004000,0.003992,0
900,0.000000,0.000000,0.004000,0.003992,0
901,0.000000,0.000000,0.004000,0.003992,0
902,0.000000,0.000000,0.004000,0.003992,0
903,0.000000,0.000000,0.004000,0.003992,0
904,0.000000,0.000000,0.004000,0.003992,0
905,0.000000,0.000000,0.004000,0.003992,0
906,0.000000,0.000000,0.004000,0.003992,0
907,0.000000,0.000000,0.004000,0.003992,0
908,0.000000,0.000000,0.004000,0.003992,0
909,0.000000,0.000000,0.004000,0.003992,0
910,0.000000,0.000000,0.004000,0.003992,0
911,0.000000,0.000000,0.004000,0.003992,0
912,0.000000,0.000000,0.004000,0.003992,0
913,0.000000,0.000000,0.004000,0.003992,0
914,0.000000,0.000000,0.004000,0.003992,0
915,0.000000,0.000000,0.004000,0.003992,0
916,0.000000,0.000000,0.004000,0.003992,0
917,0.000000,0.000000,0.004000,0.003992,0
918,0.000000,0.000000,0.004000,0.003992,0
919,0.000000,0.000000,0.004000,0.003992,0
920,0.000000,0.000000,0.004000,0.003992,0
921,0.000000,0.000000,0.004000,0.003992,0
922,0.000000,0.000000,0.004000,0.003992,0
923,0.000000,0.000000,0.004000,0.003992,0
924,0.000000,0.000000,0.004000,0.003992,0
925,0.000000,0.000000,0.004000,0.003992,0
926,0.000000,0.000000,0.004000,0.003992,0
927,0.000000,0.000000,0.004000,0.003992,0
928,0.000000,0.000000,0.004000,0.003992,0
929,0.000000,0.000000,0.004000,0.003992,0
930,0.000000,0.000000,0.004000,0.003992,0
931,0.000000,0.000000,0.004000,0.003992,0
932,0.000000,0.000000,0.004000,0.003992,0
933,0.000000,0.000000,0.004000,0.003992,0
934,0.000000,0.000000,0.004000,0.003992,0
935,0.000000,0.000000,0.004000,0.003992,0
936,0.000000,0.000000,0.004000,0.003992,0
937,0.000000,0.000000,0.004000,0.003992,0
938,0.000000,0.000000,0.004000,0.003992,0
939,0.000000,0.000000,0.004000,0.003992,0
940,0.000000,0.000000,0.004000,0.003992,0
941,0.000000,0.000000,0.004000,0.003992,0
942,0.000000,0.000000,0.004000,0.003992,0
943,0.000000,0.000000,0.004000,0.003992,0
944,0.000000,0.000000,0.004000,0.003992,0
945,0.000000,0.000000,0.004000,0.003992,0
946,0.000000,0.000000,0.004000,0.003992,0
947,0.000000,0.000000,0.004000,0.003992,0
948,0.000000,0.000000,0.004000,0.003992,0
949,0.000000,0.000000,0.004000,0.003992,0
950,0.000000,0.000000,0.004000,0.003992,0
951,0.000000,0.000000,0.004000,0.003992,0
952,0.000000,0.000000,0.004000,0.003992,0
953,0.000000,0.000000,0.004000,0.003992,0
954,0.000000,0.000000,0.004000,0.003992,0
955,0.000000,0.000000,0.004000,0.003992,0
956,0.000000,0.000000,0.004000,0.003992,0
957,0.000000,0.000000,0.004000,0.003992,0
958,0.000000,0.000000,0.004000,0.003992,0
959,0.000000,0.000000,0.004000,0.003992,0
960,0.000000,0.000000,0.004000,0.003992,0
961,0.000000,0.000000,0.004000,0.003992,0
962,0.000000,0.000000,0.004000,0.003992,0
963,0.000000,0.000000,0.004000,0.003992,0
964,0.000000,0.000000,0.004000,0.003992,0
965,0.000000,0.000000,0.004000,0.003992,0
966,0.000000,0.000000,0.004000,0.003992,0
967,0.000000,0.000000,0.004000,0.003992,0
968,0.000000,0.000000,0.004000,0.003992,0
969,0.000000,0.000000,0.004000,0.003992,0
970,0.000000,0.000000,0.004000,0.003992,0
971,0.000000,0.000000,0.004000,0.003992,0
972,0.000000,0.000000,0.004000,0.003992,0
973,0.000000,0.000000,0.004000,0.003992,0
974,0.000000,0.000000,0.004000,0.003992,0
975,0.000000,0.000000,0.004000,0.003992,0
976,0.000000,0.000000,0.004000,0.003992,0
977,0.000000,0.000000,0.004000,0.003992,0
978,0.000000,0.000000,0.004000,0.003992,0
979,0.000000,0.000000,0.004000,0.003992,0
980,0.000000,0.000000,0.004000,0.003992,0
981,0.000000,0.000000,0.004000,0.003992,0
982,0.000000,0.000000,0.004000,0.003992,0
983,0.000000,0.000000,0.004000,0.003992,0
984,0.000000,0.000000,0.004000,0.003992,0
985,0.000000,0.000000,0.004000,0.003992,0
986,0.000000,0.000000,0.004000,0.003992,0
987,0.000000,0.000000,0.004000,0.003992,0
988,0.000000,0.000000,0.004000,0.003992,0
989,0.000000,0.000000,0.004000,0.003992,0
990,0.000000,0.000000,0.004000,0.003992,0
991,0.000000,0.000000,0.004000,0.003992,0
992,0.000000,0.000000,0.004000,0.003992,0
993,0.000000,0.000000,0.004000,0.003992,0
994,0.000000,0.000000,0.004000,0.003992,0
995,0.000000,0.000000,0.004000,0.003992,0
996,0.000000,0.000000,0.004000,0.003992,0
997,0.000000,0.000000,0.004000,0.003992,0
998,0.000000,0.000000,0.004000,0.003992,0
999,0.000000,0.000000,0.004000,0.003992,0
